Date,Shift,Product / SKU,Container,Pack Size (ml),Planned Start,Planned End,Run Time (min),Planned Downtime (min),Unplanned Downtime (min),Changeover Time (min),CIP Time (min),Target Speed (packs/hr),Actual Speed (packs/hr),Total Packs,Good Packs,Reject Packs,Reject Rate (%),Fill Volume Avg (ml),Fill Volume Std Dev (ml),Availability (%),Performance (%),Quality (%),OEE (%),Main Fault Code,Main Fault Description,Probable Cause,Corrective Action,Operator Note
2025-07-07 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-07-07 06:00:00,2025-07-07 14:00:00,454,5,21,0,0,8800,9079,68697,68014,683,0.009942,499.41,1.138,0.955789474,1.031704545,0.990058,0.976289,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Minor stoppage reviewed during shift handover.
2025-07-07 00:00:00,B,Cream 250ml,Cup,250,2025-07-07 14:00:00,2025-07-07 22:00:00,442,10,8,20,0,7600,7703,56745,56088,657,0.011578,250.07,0.383,0.940425532,1.013552632,0.988422,0.942135,F008,Air pressure low,Compressed air fluctuation,Check air header pressure and compressor dryer status.,Minor stoppage reviewed during shift handover.
2025-07-07 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-07-07 22:00:00,2025-07-08 06:00:00,424,15,11,30,0,7200,7242,51176,50710,466,0.009106,1000.53,1.683,0.911827957,1.005833333,0.990894,0.908795,F002,Bottle sensor missed count,Photo eye blocked,Clean photo eye and confirm bottle spacing at infeed.,Mock training record only.
2025-07-08 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-07-08 06:00:00,2025-07-08 14:00:00,455,5,0,20,0,10500,10904,82688,82170,518,0.006265,199.91,0.458,0.957894737,1.03847619,0.993735,0.988519,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-08 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-07-08 14:00:00,2025-07-08 22:00:00,444,5,6,25,0,9800,9027,66799,65863,936,0.014012,179.11,0.014,0.934736842,0.921122449,0.985988,0.848943,F005,Fill volume out of tolerance,Product temperature variation,Check filler calibration and product temperature set point.,Stable run after start-up checks.
2025-07-08 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-07-08 22:00:00,2025-07-09 06:00:00,450,0,0,30,0,8800,8389,62917,62317,600,0.009536,499.22,0.729,0.9375,0.953295455,0.990464,0.885192,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-09 00:00:00,A,Cream 250ml,Cup,250,2025-07-09 06:00:00,2025-07-09 14:00:00,419,15,21,25,0,7600,7934,55405,54364,1041,0.018789,249.62,0.364,0.901075269,1.043947368,0.981211,0.923001,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Mock training record only.
2025-07-09 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-07-09 14:00:00,2025-07-09 22:00:00,445,5,0,30,0,7200,6940,51471,51081,390,0.007577,997.2,1.814,0.936842105,0.963888889,0.992423,0.89617,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-07-09 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-07-09 22:00:00,2025-07-10 06:00:00,450,5,5,20,0,10500,10201,76507,76338,169,0.002209,199.86,0.314,0.947368421,0.97152381,0.997791,0.918358,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-10 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-07-10 06:00:00,2025-07-10 14:00:00,449,10,6,15,0,9800,10039,75125,74279,846,0.011261,180.4,0.118,0.955319149,1.024387755,0.988739,0.967597,F003,Cap feeder low level,Cap feed starvation,Top up cap hopper and check cap elevator feed rate.,Line released after QC confirmation.
2025-07-10 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-07-10 14:00:00,2025-07-10 22:00:00,437,5,8,30,0,8800,8031,58492,57820,672,0.011489,500.09,0.947,0.92,0.912613636,0.988511,0.829958,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-07-10 00:00:00,C,Cream 250ml,Cup,250,2025-07-10 22:00:00,2025-07-11 06:00:00,447,5,3,25,0,7600,7113,52991,52113,878,0.016569,250.08,0.007,0.941052632,0.935921053,0.983431,0.866158,F002,Bottle sensor missed count,Photo eye blocked,Clean photo eye and confirm bottle spacing at infeed.,Stable run after start-up checks.
2025-07-11 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-07-11 06:00:00,2025-07-11 14:00:00,455,10,0,15,0,7200,6476,49109,48793,316,0.006435,1000.16,1.938,0.968085106,0.899444444,0.993565,0.865136,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-07-11 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-07-11 14:00:00,2025-07-11 22:00:00,460,0,0,20,0,10500,10937,83850,83416,434,0.005176,199.12,0.227,0.958333333,1.041619048,0.994824,0.993051,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-07-11 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-07-11 22:00:00,2025-07-12 06:00:00,440,15,0,25,0,9800,8988,65912,65272,640,0.00971,179.58,0.362,0.946236559,0.917142857,0.99029,0.859407,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-12 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-07-12 06:00:00,2025-07-12 14:00:00,437,5,8,30,0,8800,8024,58441,57873,568,0.009719,498.83,0.959,0.92,0.911818182,0.990281,0.83072,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-07-12 00:00:00,B,Cream 250ml,Cup,250,2025-07-12 14:00:00,2025-07-12 22:00:00,465,15,0,0,0,7600,7338,56869,56253,616,0.010832,250.05,0.43,1,0.965526316,0.989168,0.955068,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-07-12 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-07-12 22:00:00,2025-07-13 06:00:00,351,35,14,20,60,7200,6515,38112,37496,616,0.016163,994.73,1.297,0.788764045,0.904861111,0.983837,0.702186,F005,Fill volume out of tolerance,Product temperature variation,Check filler calibration and product temperature set point.,Stable run after start-up checks.
2025-07-13 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-07-13 06:00:00,2025-07-13 14:00:00,455,5,0,20,0,10500,10256,77774,77167,607,0.007805,200.57,0.41,0.957894737,0.976761905,0.992195,0.928332,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-07-13 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-07-13 14:00:00,2025-07-13 22:00:00,460,5,0,15,0,9800,8721,66861,65891,970,0.014508,179.95,0.274,0.968421053,0.889897959,0.985492,0.849293,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-07-13 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-07-13 22:00:00,2025-07-14 06:00:00,465,0,0,15,0,8800,7731,59915,59317,598,0.009981,500.46,0.667,0.96875,0.878522727,0.990019,0.842574,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-07-14 00:00:00,A,Cream 250ml,Cup,250,2025-07-14 06:00:00,2025-07-14 14:00:00,440,15,0,25,0,7600,7975,58483,58016,467,0.007985,249.75,0.254,0.946236559,1.049342105,0.992015,0.984997,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-07-14 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-07-14 14:00:00,2025-07-14 22:00:00,467,10,3,0,0,7200,7014,54592,54017,575,0.010533,999.85,1.544,0.993617021,0.974166667,0.989467,0.957753,F007,Label mismatch stop,Incorrect label roll loaded,"Confirm label roll, line clearance, and barcode recipe match.",Operator verified recipe before production.
2025-07-14 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-07-14 22:00:00,2025-07-15 06:00:00,451,5,9,15,0,10500,10501,78932,77910,1022,0.012948,200.27,0.245,0.949473684,1.000095238,0.987052,0.937269,F007,Label mismatch stop,Incorrect label roll loaded,"Confirm label roll, line clearance, and barcode recipe match.",Operator verified recipe before production.
2025-07-15 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-07-15 06:00:00,2025-07-15 14:00:00,445,15,0,20,0,9800,9862,73143,72798,345,0.004717,180.03,0.42,0.956989247,1.006326531,0.995283,0.958501,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-07-15 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-07-15 14:00:00,2025-07-15 22:00:00,440,15,0,25,0,8800,8059,59099,58488,611,0.010339,500.2,0.488,0.946236559,0.915795455,0.989661,0.8576,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-07-15 00:00:00,C,Cream 250ml,Cup,250,2025-07-15 22:00:00,2025-07-16 06:00:00,480,0,0,0,0,7600,6998,55984,55243,741,0.013236,249.77,0.129,1,0.920789474,0.986764,0.908602,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-07-16 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-07-16 06:00:00,2025-07-16 14:00:00,442,0,8,30,0,7200,7388,54424,54274,150,0.002756,1000.93,1.268,0.920833333,1.026111111,0.997244,0.942273,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-16 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-07-16 14:00:00,2025-07-16 22:00:00,450,0,0,30,0,10500,10198,76485,75636,849,0.0111,199.79,0.449,0.9375,0.971238095,0.9889,0.900429,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-16 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-07-16 22:00:00,2025-07-17 06:00:00,407,15,28,30,0,9800,9301,63091,61645,1446,0.022919,179.95,0.361,0.875268817,0.949081633,0.977081,0.811663,F004,Conveyor back pressure,Downstream accumulation,Clear downstream blockage and reset conveyor speed balance.,Operator verified recipe before production.
2025-07-17 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-07-17 06:00:00,2025-07-17 14:00:00,450,5,5,20,0,8800,9185,68887,68570,317,0.004602,499.05,0.813,0.947368421,1.04375,0.995398,0.984265,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-17 00:00:00,B,Cream 250ml,Cup,250,2025-07-17 14:00:00,2025-07-17 22:00:00,437,0,43,0,0,7600,7196,52410,50860,1550,0.029575,250.47,0.362,0.910416667,0.946842105,0.970425,0.836527,F008,Air pressure low,Compressed air fluctuation,Check air header pressure and compressor dryer status.,Operator verified recipe before production.
2025-07-17 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-07-17 22:00:00,2025-07-18 06:00:00,450,10,0,20,0,7200,6851,51382,50875,507,0.009867,999.57,2.278,0.957446809,0.951527778,0.990133,0.902048,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-18 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-07-18 06:00:00,2025-07-18 14:00:00,472,0,8,0,0,10500,10848,85337,84603,734,0.008601,200.57,0.309,0.983333333,1.033142857,0.991399,1.007186,F008,Air pressure low,Compressed air fluctuation,Check air header pressure and compressor dryer status.,Operator verified recipe before production.
2025-07-18 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-07-18 14:00:00,2025-07-18 22:00:00,432,10,8,30,0,9800,10081,72583,71941,642,0.008845,180.28,0.314,0.919148936,1.028673469,0.991155,0.937141,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-18 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-07-18 22:00:00,2025-07-19 06:00:00,440,5,5,30,0,8800,8343,61182,60160,1022,0.016704,500.61,1.147,0.926315789,0.948068182,0.983296,0.863541,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Mock training record only.
2025-07-19 00:00:00,A,Cream 250ml,Cup,250,2025-07-19 06:00:00,2025-07-19 14:00:00,451,15,14,0,0,7600,7447,55976,55164,812,0.014506,250.84,0.004,0.969892473,0.979868421,0.985494,0.936581,F007,Label mismatch stop,Incorrect label roll loaded,"Confirm label roll, line clearance, and barcode recipe match.",Mock training record only.
2025-07-19 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-07-19 14:00:00,2025-07-19 22:00:00,455,0,0,25,0,7200,7007,53136,52677,459,0.008638,1004.23,1.482,0.947916667,0.973194444,0.991362,0.914539,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-19 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-07-19 22:00:00,2025-07-20 06:00:00,347,35,3,20,75,10500,9069,52449,51489,960,0.018303,200.04,0.256,0.779775281,0.863714286,0.981697,0.661176,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Minor stoppage reviewed during shift handover.
2025-07-20 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-07-20 06:00:00,2025-07-20 14:00:00,432,10,8,30,0,9800,8543,61509,60507,1002,0.01629,179.99,0.158,0.919148936,0.871734694,0.98371,0.788202,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-20 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-07-20 14:00:00,2025-07-20 22:00:00,440,10,0,30,0,8800,8548,62685,61962,723,0.011534,500.61,0.848,0.936170213,0.971363636,0.988466,0.898873,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-07-20 00:00:00,C,Cream 250ml,Cup,250,2025-07-20 22:00:00,2025-07-21 06:00:00,422,15,23,20,0,7600,7511,52827,51897,930,0.017605,249.95,0.417,0.907526882,0.988289474,0.982395,0.881109,F001,Nozzle drip detected,Nozzle seal wear,Inspect and replace nozzle seal; verify drip tray sensor.,Minor stoppage reviewed during shift handover.
2025-07-21 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-07-21 06:00:00,2025-07-21 14:00:00,455,10,0,15,0,7200,7297,55335,55015,320,0.005783,1000.12,2.456,0.968085106,1.013472222,0.994217,0.975454,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-07-21 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-07-21 14:00:00,2025-07-21 22:00:00,430,0,20,30,0,10500,10446,74863,73670,1193,0.015936,199.65,0.218,0.895833333,0.994857143,0.984064,0.877024,F008,Air pressure low,Compressed air fluctuation,Check air header pressure and compressor dryer status.,Minor stoppage reviewed during shift handover.
2025-07-21 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-07-21 22:00:00,2025-07-22 06:00:00,480,0,0,0,0,9800,10163,81304,80804,500,0.00615,180.29,0.34,1,1.037040816,0.99385,1.030663,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-07-22 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-07-22 06:00:00,2025-07-22 14:00:00,430,10,10,30,0,8800,8005,57369,56863,506,0.00882,498.98,0.705,0.914893617,0.909659091,0.99118,0.824901,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-07-22 00:00:00,B,Cream 250ml,Cup,250,2025-07-22 14:00:00,2025-07-22 22:00:00,440,15,0,25,0,7600,7804,57229,56824,405,0.007077,250.02,0.371,0.946236559,1.026842105,0.992923,0.964759,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-07-22 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-07-22 22:00:00,2025-07-23 06:00:00,445,5,0,30,0,7200,7419,55024,54716,308,0.005598,997.01,1.472,0.936842105,1.030416667,0.994402,0.959934,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-07-23 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-07-23 06:00:00,2025-07-23 14:00:00,437,10,8,25,0,10500,11066,80597,79822,775,0.009616,199.35,0.351,0.929787234,1.053904762,0.990384,0.970484,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-07-23 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-07-23 14:00:00,2025-07-23 22:00:00,446,15,19,0,0,9800,10212,75909,74541,1368,0.018022,179.9,0.339,0.959139785,1.042040816,0.981978,0.98145,F003,Cap feeder low level,Cap feed starvation,Top up cap hopper and check cap elevator feed rate.,Minor stoppage reviewed during shift handover.
2025-07-23 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-07-23 22:00:00,2025-07-24 06:00:00,421,10,29,20,0,8800,9244,64862,63903,959,0.014785,501.25,0.907,0.895744681,1.050454545,0.985215,0.927027,F008,Air pressure low,Compressed air fluctuation,Check air header pressure and compressor dryer status.,Stable run after start-up checks.
2025-07-24 00:00:00,A,Cream 250ml,Cup,250,2025-07-24 06:00:00,2025-07-24 14:00:00,435,0,30,15,0,7600,7191,52134,51052,1082,0.020754,249.86,0.365,0.90625,0.946184211,0.979246,0.839683,F007,Label mismatch stop,Incorrect label roll loaded,"Confirm label roll, line clearance, and barcode recipe match.",Line released after QC confirmation.
2025-07-24 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-07-24 14:00:00,2025-07-24 22:00:00,465,15,0,0,0,7200,7017,54381,54027,354,0.00651,999.65,1.552,1,0.974583333,0.99349,0.968239,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-24 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-07-24 22:00:00,2025-07-25 06:00:00,475,5,0,0,0,10500,9732,77045,76750,295,0.003829,200.29,0.327,1,0.926857143,0.996171,0.923308,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-07-25 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-07-25 06:00:00,2025-07-25 14:00:00,426,15,14,25,0,9800,10345,73449,72342,1107,0.015072,180.07,0.415,0.916129032,1.055612245,0.984928,0.952501,F007,Label mismatch stop,Incorrect label roll loaded,"Confirm label roll, line clearance, and barcode recipe match.",Line released after QC confirmation.
2025-07-25 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-07-25 14:00:00,2025-07-25 22:00:00,440,10,0,30,0,8800,8915,65376,64929,447,0.006837,499.72,1.306,0.936170213,1.013068182,0.993163,0.94192,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-07-25 00:00:00,C,Cream 250ml,Cup,250,2025-07-25 22:00:00,2025-07-26 06:00:00,455,10,0,15,0,7600,7838,59438,58794,644,0.010835,249.91,0.462,0.968085106,1.031315789,0.989165,0.987584,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-07-26 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-07-26 06:00:00,2025-07-26 14:00:00,416,10,24,30,0,7200,6880,47701,46721,980,0.020545,992.65,1.174,0.885106383,0.955555556,0.979455,0.828392,F005,Fill volume out of tolerance,Product temperature variation,Check filler calibration and product temperature set point.,Line released after QC confirmation.
2025-07-26 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-07-26 14:00:00,2025-07-26 22:00:00,455,0,10,15,0,10500,10515,79738,79273,465,0.005832,199.74,0.273,0.947916667,1.001428571,0.994168,0.943735,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-26 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-07-26 22:00:00,2025-07-27 06:00:00,372,25,8,15,60,9800,8942,55440,54836,604,0.010895,180.44,0.286,0.817582418,0.91244898,0.989105,0.737875,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-07-27 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-07-27 06:00:00,2025-07-27 14:00:00,450,10,5,15,0,8800,8161,61207,60679,528,0.008626,499.84,0.655,0.957446809,0.927386364,0.991374,0.880264,,,,Routine operation; no major intervention required.,Mock training record only.
2025-07-27 00:00:00,B,Cream 250ml,Cup,250,2025-07-27 14:00:00,2025-07-27 22:00:00,465,5,10,0,0,7600,7151,55420,54667,753,0.013587,249.11,0.33,0.978947368,0.940921053,0.986413,0.908597,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-07-27 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-07-27 22:00:00,2025-07-28 06:00:00,475,0,5,0,0,7200,6233,49344,48857,487,0.009869,996.61,1.956,0.989583333,0.865694444,0.990131,0.848222,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-07-28 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-07-28 06:00:00,2025-07-28 14:00:00,457,15,8,0,0,10500,10408,79274,78871,403,0.005084,200.09,0.31,0.982795699,0.991238095,0.994916,0.969232,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-07-28 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-07-28 14:00:00,2025-07-28 22:00:00,445,10,10,15,0,9800,10130,75130,74496,634,0.008439,179.7,0.318,0.946808511,1.033673469,0.991561,0.970432,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-07-28 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-07-28 22:00:00,2025-07-29 06:00:00,437,10,8,25,0,8800,9074,66088,65658,430,0.006506,498.82,0.903,0.929787234,1.031136364,0.993494,0.9525,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-07-29 00:00:00,A,Cream 250ml,Cup,250,2025-07-29 06:00:00,2025-07-29 14:00:00,414,10,31,25,0,7600,7382,50935,49816,1119,0.021969,250.04,0.357,0.880851064,0.971315789,0.978031,0.836788,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Mock training record only.
2025-07-29 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-07-29 14:00:00,2025-07-29 22:00:00,447,0,8,25,0,7200,7164,53371,53162,209,0.003916,1002.02,1.9,0.93125,0.995,0.996084,0.922965,,,,Routine operation; no major intervention required.,Mock training record only.
